engine_fuel,color,transmission,price_usd
3,1,0,6000.0
3,0,0,6800.0
3,1,1,1900.0
3,0,0,8650.0
3,1,1,1565.02
3,1,0,16300.0
3,1,1,6900.0
3,1,0,2900.0
3,1,1,7000.0
3,1,0,4990.0
3,1,1,6300.0
3,1,0,11000.0
3,1,1,7000.0
3,1,1,3000.0
2,1,0,9700.0
3,1,1,8790.0
3,1,0,23400.0
3,0,0,6800.0
3,0,1,6450.0
3,1,0,1600.0
3,1,1,1500.0
3,1,1,2300.0
3,1,1,5500.0
3,1,0,5999.0
3,2,0,9000.0
3,2,0,24900.0
3,2,0,6150.0
2,1,0,4200.0
3,1,0,3700.0
3,1,0,1500.0
3,1,0,12999.0
3,1,0,12999.0
0,1,1,9481.65
3,0,1,6800.0
3,1,0,7700.0
3,0,0,2800.0
3,2,0,22850.0
3,2,0,4990.0
3,1,0,7000.0
3,1,0,14000.0
3,2,1,3599.0
3,1,0,4500.0
3,1,0,3290.0
3,1,0,4200.0
3,1,0,8200.0
3,1,1,1800.0
3,1,1,2000.0
3,1,0,14300.0
3,1,1,1400.0
3,1,0,18900.0
3,0,1,5500.0
3,1,1,3799.0
3,2,0,1600.0
3,1,0,13500.0
3,0,0,12300.0
2,1,0,14499.0
3,0,0,19500.0
0,1,1,14000.0
3,1,1,14938.82
3,1,0,6600.0
3,1,0,11550.0
3,0,1,9050.0
3,1,0,19499.0
3,0,1,10500.0
3,1,0,2800.0
3,1,0,11650.0
3,1,0,28950.0
3,1,0,27950.0
3,1,0,10750.0
3,1,0,1800.0
3,2,0,12200.0
3,0,1,7000.0
3,1,0,6650.0
3,1,1,7100.0
3,1,0,7000.0
3,1,0,4000.0
3,1,1,7100.0
3,1,1,1896.99
3,1,1,2950.0
3,1,1,5500.0
3,0,0,6800.0
3,1,1,7000.0
3,1,0,17000.0
3,0,1,6200.0
2,1,0,1950.0
3,0,0,10499.0
3,1,0,4000.0
3,1,1,2300.0
3,1,0,2500.0
2,1,1,6900.0
3,1,1,800.0
3,2,0,11990.0
3,1,0,4000.0
3,0,0,10150.0
3,0,0,6200.0
3,1,0,8900.0
3,2,0,11000.0
3,1,1,2134.12
3,1,0,11300.0
3,0,0,15500.0
3,1,0,4650.0
3,2,0,10700.0
3,1,0,10300.0
3,1,0,3950.0
3,0,1,6200.0
3,1,0,3000.0
3,2,1,14500.0
3,1,0,13800.0
3,1,0,35500.0
3,1,0,7300.0
2,1,0,14000.0
3,1,1,3414.59
3,1,1,9800.0
3,1,1,8200.0
3,1,1,10100.0
3,0,1,11500.0
3,1,0,27000.0
3,1,1,1500.0
3,0,0,8999.0
3,1,0,4000.0
3,1,0,6500.0
2,0,1,1000.0
3,1,1,2500.0
3,0,0,13400.0
3,1,1,3000.0
3,0,0,7000.0
3,1,0,2300.0
3,1,0,9600.0
3,1,1,3500.0
3,1,0,3400.0
2,1,1,6800.0
3,0,0,4900.0
3,2,1,800.0
3,0,0,3777.0
3,1,1,4700.0
3,1,0,3600.0
3,1,0,400.0
0,1,1,10200.0
3,1,0,19500.0
2,1,0,3000.0
3,0,0,7900.0
3,1,0,1150.0
3,1,0,6500.0
3,1,0,10100.0
3,1,1,2750.0
3,2,0,11100.0
3,1,1,3500.0
3,1,0,12350.0
2,1,0,2700.0
3,1,1,6750.0
3,1,0,8700.0
3,1,1,11000.0
3,1,0,11500.0
3,1,1,2700.0
3,2,0,3400.0
0,0,1,9950.0
3,1,0,8500.0
3,1,0,5500.0
3,2,1,4850.0
3,1,0,9150.0
3,1,1,7200.0
3,1,1,948.5
3,1,0,7000.0
3,1,1,4742.47
3,2,0,11000.0
3,1,0,14000.0
3,1,0,9900.0
3,1,0,12800.0
3,1,0,1850.0
3,1,0,3000.0
3,1,0,3700.0
2,1,0,6700.0
3,1,0,9777.0
3,1,0,4700.0
3,1,0,10000.0
2,0,0,7113.72
2,1,1,3800.0
3,1,0,19600.0
3,1,0,4300.0
3,0,0,8600.0
3,1,0,3800.0
3,1,1,7100.0
3,1,0,9000.0
3,0,1,9000.0
3,1,0,4000.0
3,2,0,12300.0
3,1,0,13500.0
3,1,0,8200.0
3,1,1,7066.3
3,1,1,10600.0
3,0,1,8900.0
3,1,0,11450.0
3,1,1,12804.7
3,1,1,12928.0
3,1,0,11300.0
3,1,0,12900.0
3,1,1,12500.0
3,0,1,11450.0
3,1,1,9900.0
3,1,1,6615.76
3,1,0,9950.0
3,0,1,7499.0
3,1,1,3000.0
3,0,1,3800.0
3,1,0,12999.0
3,1,1,13300.0
3,2,1,5200.0
3,1,1,2850.0
3,0,0,11619.08
3,1,1,10433.45
3,1,1,3250.0
3,1,1,4850.0
3,2,1,8300.0
3,1,1,8800.0
3,1,1,6500.0
3,0,0,8000.0
3,1,1,5400.0
3,1,1,420.0
3,1,1,7806.13
3,1,0,8536.46
3,1,1,4900.0
3,1,1,10700.0
3,1,1,120.0
3,0,1,4400.0
3,1,1,1400.0
3,1,1,3450.0
3,1,1,11500.0
3,0,0,11500.0
3,1,1,4000.0
3,1,1,10907.71
3,1,1,1290.0
3,1,1,7000.0
3,0,1,6876.6
3,1,1,4742.47
3,1,0,9250.0
3,0,1,3300.0
3,1,1,5000.0
3,2,1,4000.0
3,0,1,3500.0
3,1,1,4078.54
3,1,1,3936.26
3,1,1,6924.03
3,1,1,9890.0
3,1,1,11026.27
3,1,0,12000.0
3,0,1,8500.0
3,2,1,7400.0
3,1,1,474.25
3,1,1,10950.0
3,1,1,12850.0
2,1,1,13800.0
3,1,1,10000.0
3,1,1,6800.0
3,1,1,1090.77
3,1,1,400.0
3,1,1,1200.0
3,1,1,1750.0
3,1,1,12799.96
3,1,0,13700.0
3,1,1,4100.0
2,2,1,12500.0
3,2,1,9900.0
3,1,1,9000.0
3,1,1,10148.91
3,1,1,379.4
3,2,1,1300.0
3,1,1,10860.29
3,1,1,11239.69
3,1,1,8773.12
2,2,1,7999.0
3,1,0,9500.0
3,1,1,4000.0
2,1,1,6500.0
3,1,1,12415.82
3,1,1,450.0
3,1,1,9300.0
3,1,1,11974.77
3,1,0,10300.0
3,1,1,7500.0
3,2,0,7500.0
3,1,1,1000.0
3,1,1,4000.0
3,1,0,11300.0
3,2,1,8600.0
3,2,1,4500.0
3,1,1,4100.0
2,2,1,12150.0
3,1,1,6400.0
3,2,1,3272.31
3,1,1,5500.0
3,1,1,13500.0
3,1,1,6000.0
3,1,1,7100.0
3,0,1,8500.0
3,1,1,7200.0
3,2,1,10950.0
3,1,1,7900.0
3,1,1,7100.0
3,1,0,9247.84
3,1,1,2900.0
3,2,1,6600.0
3,1,1,7000.0
3,0,0,4200.0
3,1,1,12804.7
3,1,1,13278.95
3,1,1,12000.0
3,1,1,9250.0
3,1,1,8536.46
3,1,1,11856.21
3,1,1,9959.2
3,1,1,6000.0
3,1,1,7000.0
3,0,1,11000.0
3,1,1,10300.0
3,2,1,5000.0
3,1,1,7700.0
3,1,1,6000.0
3,1,1,9000.0
3,1,1,10500.0
3,1,1,5600.0
3,1,0,9950.0
3,1,1,10670.59
3,1,1,3800.0
3,1,1,3600.0
3,1,1,7170.63
3,1,1,11144.84
2,0,1,7000.0
3,1,1,8868.44
3,1,1,9247.84
3,1,1,9000.0
3,1,1,5600.0
3,1,1,3485.73
3,1,1,2888.0
3,1,0,10500.0
2,1,0,2371.23
3,1,0,27000.0
3,1,1,3250.0
2,2,0,4000.0
2,1,0,3999.0
3,1,0,1700.0
3,1,0,2600.0
3,1,0,11200.0
3,0,0,3000.0
3,1,0,6699.0
3,0,0,3000.0
3,1,1,2500.0
3,1,0,2350.0
3,1,0,6900.0
3,1,0,5990.0
3,1,1,5500.0
3,1,0,2050.0
3,2,0,23750.0
3,1,0,1600.0
3,1,0,7950.0
3,1,0,2690.0
2,1,0,4400.0
2,1,0,3950.0
2,1,0,4100.0
3,1,0,6000.0
3,1,0,3500.0
3,1,0,3200.0
2,1,0,3600.0
3,1,0,5300.0
3,1,1,1100.0
3,1,0,2000.0
0,1,0,9300.0
3,0,0,19900.0
3,1,0,6300.0
3,1,0,2650.0
3,2,0,3690.0
2,1,0,4900.0
3,1,0,2650.0
3,1,0,2600.0
2,1,1,1800.0
2,1,0,3999.0
3,1,0,3100.0
3,1,0,4700.0
3,1,0,3300.0
3,0,0,2800.0
3,1,0,2950.0
2,1,1,3500.0
3,1,0,5499.0
3,1,0,5250.0
2,0,0,14800.0
3,1,0,5600.0
3,2,0,2200.0
2,1,0,2600.0
3,1,0,1300.0
3,1,0,2100.0
3,1,0,2600.0
2,1,0,2000.0
3,2,0,3700.0
3,1,0,7300.0
3,2,0,5500.0
2,1,0,12500.0
3,1,0,4900.0
3,1,1,1500.0
3,0,0,1900.0
3,1,0,2300.0
2,0,0,9990.0
3,1,0,1200.0
3,1,0,1850.0
3,0,0,6999.0
3,1,0,901.07
3,0,0,34999.0
3,1,0,3000.0
3,1,0,1300.0
3,1,0,1850.0
3,1,0,3800.0
3,1,0,2500.0
3,1,0,3500.0
2,1,0,3500.0
2,1,0,3100.0
3,1,0,2999.0
3,1,0,2999.0
3,1,0,2200.0
3,1,0,5200.0
3,1,0,5000.0
3,1,0,1099.0
2,2,0,5500.0
3,1,1,4100.0
3,0,0,1599.0
3,1,0,8000.0
3,1,0,3650.0
3,1,0,1100.0
3,1,0,7500.0
2,1,0,2500.0
3,1,0,5000.0
3,1,0,2700.0
0,2,0,8750.0
2,0,0,4000.0
3,2,0,2200.0
3,1,0,3399.0
3,0,0,10750.0
3,1,0,4700.0
3,1,0,2800.0
3,1,0,4000.0
3,1,0,15000.0
2,1,0,4750.0
3,1,0,3150.0
2,0,0,9900.0
3,1,0,2050.0
3,1,0,1300.0
2,1,0,5000.0
3,1,0,2200.0
2,1,1,2000.0
3,1,0,7000.0
3,1,0,3000.0
3,0,0,3100.0
3,1,0,1700.0
2,1,0,2899.0
3,2,1,9000.0
3,1,0,3000.0
2,1,0,2700.0
3,1,0,1900.0
3,0,0,5900.0
3,2,0,22900.0
2,0,0,7000.0
3,1,0,3100.0
3,1,0,2475.58
2,0,0,1500.0
3,1,0,820.0
3,1,0,2500.0
3,1,1,3000.0
2,0,0,6300.0
3,1,0,6850.0
2,1,0,3150.0
3,2,0,16400.0
2,1,0,5000.0
3,1,0,11000.0
3,1,0,1700.0
3,1,0,16750.0
2,1,0,9500.0
3,1,0,4899.0
2,1,0,2500.0
0,1,1,7500.0
3,1,1,700.0
3,1,0,4000.0
3,0,0,9000.0
3,1,0,7500.0
2,1,0,3999.0
2,1,0,2222.0
3,0,0,6650.0
3,1,1,9200.0
3,1,0,25500.0
3,1,0,2200.0
3,1,1,6500.0
3,1,0,11500.0
3,1,0,5600.0
3,1,0,5299.0
3,0,0,5499.0
3,1,0,5300.0
3,1,0,2950.0
3,1,0,6200.0
3,1,0,3500.0
3,1,0,5200.0
2,2,0,4000.0
3,1,0,3500.0
3,2,0,2900.0
3,1,1,400.0
3,1,0,2300.0
3,0,0,7799.0
0,0,1,7499.0
3,1,0,4199.0
3,1,1,11699.0
3,1,0,24999.0
3,1,0,6450.0
3,1,1,11699.0
2,1,0,3999.0
3,1,0,6199.0
3,1,0,2100.0
3,1,0,2500.0
3,2,0,9350.0
3,1,0,5400.0
3,1,0,9500.0
3,1,0,3300.0
3,1,0,1300.0
3,1,0,3000.0
3,0,0,6150.0
3,1,0,2500.0
3,1,0,1500.0
3,0,0,13500.0
3,0,0,1250.0
3,1,0,9200.0
3,1,0,2900.0
3,1,0,2100.0
3,1,0,2500.0
3,0,0,5750.0
2,1,0,2400.0
2,1,0,1500.0
3,1,0,2000.0
3,0,1,7500.0
3,2,0,6500.0
3,1,0,6300.0
2,1,0,3500.0
2,1,0,3250.0
3,1,0,3300.0
3,1,0,35900.0
3,1,0,3100.0
3,1,0,3100.0
3,1,0,2300.0
3,1,0,11200.0
3,1,0,1850.0
2,0,0,20000.0
3,1,0,2500.0
3,1,0,2700.0
3,1,0,948.5
3,1,0,4200.0
3,1,0,4700.0
3,1,0,23900.0
2,1,0,5686.24
3,1,0,5000.0
3,1,0,9650.0
3,1,0,2590.0
3,1,0,2200.0
3,1,0,1900.0
3,1,0,2882.0
3,1,0,1131.94
3,1,0,11200.0
3,1,0,3000.0
3,1,0,1500.0
3,1,0,5500.0
2,1,0,3000.0
3,2,0,16800.0
3,1,0,18000.0
2,1,1,13999.0
3,1,0,2500.0
2,1,0,2750.0
2,1,0,2600.0
3,1,0,4500.0
3,1,0,33500.0
3,0,0,7500.0
3,2,0,7800.0
3,0,1,1199.0
3,1,0,8300.0
3,0,0,11800.0
3,1,0,2800.0
3,1,0,4000.0
2,0,0,10150.0
2,1,0,6200.0
3,1,0,6500.0
3,1,0,3550.0
2,1,0,2700.0
3,0,0,8400.0
3,1,0,2000.0
3,1,1,5300.0
3,1,0,2000.0
3,1,0,2450.0
3,1,0,2700.0
3,2,0,4700.0
3,0,1,7000.0
3,0,0,3300.0
3,2,0,2000.0
2,1,0,3300.0
2,0,0,4800.0
3,1,0,3500.0
3,1,0,5500.0
2,1,0,9500.0
3,1,0,2700.0
3,1,0,4000.0
3,0,0,6300.0
3,1,0,10320.0
3,1,0,6000.0
3,1,0,3500.0
2,1,0,3600.0
2,1,0,1500.0
2,1,0,4500.0
2,1,0,13900.0
3,1,0,1900.0
2,1,0,5600.0
3,2,0,10500.0
2,1,0,1350.0
3,2,0,3793.99
2,2,0,9000.0
3,1,0,4000.0
3,2,0,11300.0
2,1,0,8600.0
3,1,0,3300.0
3,2,1,2398.0
3,1,0,1250.0
2,1,0,3900.0
3,1,0,3800.0
3,1,1,1900.0
3,1,0,2500.0
3,1,0,2400.0
2,1,0,4300.0
3,1,0,18900.0
3,1,0,3655.0
3,1,1,4400.0
3,0,0,9000.0
3,1,1,450.0
3,0,1,7500.0
3,1,1,2000.0
3,1,1,500.0
3,1,1,850.0
3,1,1,1000.0
3,1,1,379.4
3,2,1,12800.0
3,1,1,2999.0
3,1,1,3990.0
3,1,0,1500.0
3,1,1,8300.0
3,1,1,900.0
3,0,1,1500.0
3,1,1,2000.0
0,0,1,5500.0
3,1,1,10500.0
3,1,1,1400.0
3,1,1,1300.0
2,1,1,3000.0
3,1,1,4500.0
3,0,1,8536.46
3,0,1,3900.0
3,1,1,2000.0
3,1,1,2500.0
3,1,1,1000.0
2,1,1,15000.0
3,1,1,3500.0
3,1,1,1280.47
3,1,1,1138.2
3,1,1,1043.34
3,1,1,5000.0
3,1,1,901.07
3,1,1,650.0
3,1,1,1517.59
3,1,1,5000.0
2,0,1,8500.0
3,1,1,700.0
3,0,1,2800.0
3,1,1,2000.0
3,1,1,1280.47
0,1,1,1750.0
3,1,1,1612.44
3,1,1,10400.0
3,1,1,2100.0
3,1,1,1700.0
3,1,1,1550.0
3,1,1,1500.0
3,1,1,950.0
3,1,1,400.0
3,1,1,1750.0
2,1,1,6000.0
3,0,1,999.0
0,0,1,8500.0
3,1,1,1500.0
2,0,1,2000.0
0,1,1,3100.0
3,1,1,1750.0
3,2,1,2500.0
3,1,1,4700.0
3,0,1,2000.0
2,1,1,800.0
3,1,1,3400.0
3,1,1,2350.0
3,0,1,2800.0
2,0,1,9000.0
3,1,1,1450.0
3,1,1,5700.0
3,1,1,7500.0
0,1,1,2000.0
3,1,1,800.0
3,1,1,5000.0
3,1,1,7113.72
2,0,1,9000.0
3,1,1,6000.0
0,0,1,5450.0
3,0,0,12450.0
3,0,0,19450.0
3,0,0,17200.0
0,1,1,5700.0
3,1,1,2500.0
3,1,1,10100.0
3,1,0,10650.0
3,1,1,7066.3
3,1,0,18999.0
3,1,1,13800.0
3,1,1,7900.0
3,0,0,13600.0
3,2,1,9800.0
3,0,0,11300.0
0,1,0,9850.0
3,1,0,8999.0
3,1,0,12900.0
0,1,1,6000.0
3,2,0,12900.0
3,0,0,10900.0
3,1,1,331.97
3,1,0,14900.0
3,1,1,5500.0
3,0,1,6000.0
0,2,0,23950.0
3,1,0,7200.0
3,2,0,5500.0
3,1,1,3000.0
0,1,0,2700.0
0,0,1,5550.0
0,0,0,8700.0
3,1,0,3950.0
3,1,1,350.0
0,1,0,28000.0
3,1,0,10000.0
3,1,1,4000.0
3,1,1,500.0
3,2,0,19490.0
3,1,0,15200.0
3,0,1,13300.0
3,1,0,13400.0
3,1,1,4900.0
3,0,0,10250.0
3,1,1,10990.0
3,0,1,11990.0
3,0,0,7650.0
3,1,0,15700.0
3,2,1,7590.0
0,0,1,5790.0
3,1,1,8350.0
3,1,0,14900.0
3,0,1,10100.0
0,1,1,4990.0
3,2,1,8550.0
3,1,0,21450.0
3,1,1,4500.0
3,1,0,16600.0
0,1,0,32000.0
3,1,0,10500.0
3,1,0,7490.0
3,1,0,15400.0
3,1,1,8490.0
3,1,1,8450.0
3,1,1,8100.0
3,1,1,11850.0
3,2,0,14600.0
0,1,1,6400.0
0,1,0,3500.0
0,1,1,4650.0
3,1,1,7899.0
0,0,1,5100.0
0,1,0,3850.0
0,0,0,8000.0
0,1,1,4742.0
3,0,1,8400.0
3,1,0,18900.0
0,0,0,23600.0
3,1,1,5500.0
3,2,1,8800.0
3,1,1,500.0
3,1,1,750.0
0,0,1,6950.0
3,0,1,11850.0
0,1,1,6070.37
3,1,1,5600.0
3,1,1,11350.0
3,1,0,11300.0
3,1,1,11350.0
3,2,1,6940.0
3,0,1,4500.0
3,1,1,13400.0
3,2,0,25250.0
0,0,0,8250.0
3,1,0,2800.0
3,0,1,12400.0
0,0,0,20500.0
3,1,0,20000.0
3,1,0,15600.0
3,1,0,8000.0
3,1,1,8200.0
0,0,1,6350.0
3,2,1,11850.0
3,1,1,2500.0
3,1,1,569.09
3,1,0,14500.0
3,1,1,550.0
0,1,1,3300.0
3,1,0,11450.0
3,0,0,10000.0
0,1,0,13900.0
3,2,0,4444.0
0,1,1,7200.0
3,1,0,5450.0
0,2,0,13200.0
3,1,1,6200.0
0,0,0,2200.0
0,1,0,7300.0
0,0,0,5500.0
3,1,1,1000.0
3,1,1,2000.0
3,1,1,500.0
3,0,1,10500.0
3,0,1,10900.0
3,1,0,13000.0
3,0,0,19999.0
3,1,1,6150.0
3,1,1,1500.0
3,1,1,9100.0
0,1,0,7100.0
3,1,1,12300.0
3,1,0,12800.0
3,0,1,7900.0
0,1,1,2600.0
3,1,1,6500.0
0,1,1,4800.0
3,1,0,5300.0
0,0,0,15300.0
3,1,0,22000.0
3,0,0,15000.0
0,1,1,4505.35
3,0,0,11990.0
0,1,0,4999.0
3,1,1,5700.0
0,1,1,4500.0
3,1,0,1800.0
3,1,1,750.0
3,0,0,16600.0
0,1,1,9550.0
0,1,1,6500.0
3,0,0,7700.0
0,2,0,2800.0
3,1,0,1400.0
0,1,1,1800.0
3,1,1,1750.0
3,1,0,1900.0
0,1,1,4999.0
3,1,1,6500.0
3,1,0,25150.0
0,2,1,11850.0
3,1,1,1800.0
3,0,1,6876.6
3,1,0,7000.0
3,1,1,750.0
3,1,1,4750.0
3,1,1,800.0
3,1,1,9800.0
3,1,1,9600.0
3,1,1,6500.0
3,1,1,1500.0
3,0,0,13300.0
3,1,0,14399.0
3,2,0,10950.0
0,1,0,7350.85
3,1,1,3400.0
3,1,0,1350.0
3,0,0,13500.0
3,1,1,1999.0
3,1,1,700.0
3,1,0,12990.0
3,1,1,1600.0
3,1,1,3000.0
0,1,1,3800.0
3,2,0,10200.0
3,2,0,21100.0
3,0,1,8700.0
3,1,1,1700.0
3,0,1,3450.0
0,1,1,3250.0
0,1,0,6599.0
0,1,1,2500.0
3,2,0,6950.0
3,1,0,13900.0
0,0,1,1700.0
3,1,1,11200.0
3,1,1,1150.0
3,1,1,6900.0
3,1,0,13200.0
3,1,0,9633.0
3,1,0,13633.0
0,0,0,7800.0
2,1,1,1000.0
2,1,1,1000.0
0,2,1,19300.0
3,1,1,3550.0
3,1,0,3590.0
3,1,1,750.0
3,2,1,11000.0
0,0,0,8999.0
0,1,1,4950.0
3,1,1,500.0
3,0,1,7150.0
3,1,1,6800.0
3,1,1,600.0
3,1,1,1350.0
3,1,1,1499.0
2,1,1,948.02
0,1,0,2655.0
3,2,1,1950.0
3,1,0,18999.0
3,1,1,1100.0
3,2,1,9500.0
0,1,1,4000.0
3,1,0,15000.0
0,1,1,3950.0
0,1,1,7500.0
0,1,1,4100.0
0,1,1,3000.0
3,1,0,16900.0
0,2,1,8550.0
0,1,0,6250.0
3,0,1,6200.0
3,1,1,2100.0
3,1,1,3000.0
0,1,0,5000.0
3,0,0,15000.0
0,1,1,1700.0
3,2,0,24750.0
0,1,0,14499.0
3,1,0,11950.0
3,1,1,555.0
3,1,1,8050.0
0,1,1,2850.0
3,1,1,8200.0
0,0,0,7800.0
3,1,0,9700.0
3,1,1,5200.0
3,2,0,15400.0
3,1,0,13000.0
3,1,1,500.0
3,1,1,1499.0
2,1,0,3200.0
0,1,1,5900.0
3,0,1,2800.0
0,1,1,9000.0
3,1,1,1000.0
3,1,1,1500.0
3,0,1,12200.0
0,1,1,3100.0
3,1,1,7750.0
3,1,1,8000.0
3,1,1,8950.0
3,1,0,6700.0
3,1,1,500.0
3,1,1,7400.0
0,1,1,9200.0
0,1,1,1999.0
0,0,0,6000.0
0,0,0,5500.0
0,2,0,14000.0
3,1,1,11381.96
3,0,1,10250.0
3,1,1,4100.0
3,1,1,2350.0
0,0,0,6750.0
3,0,0,12000.0
0,1,1,3300.0
3,1,1,6250.0
3,1,0,950.0
0,1,1,7200.0
0,1,0,6999.0
3,1,0,16100.0
3,0,0,20550.0
3,1,0,7500.0
0,0,0,17800.0
3,1,0,2300.0
2,2,1,5700.0
3,0,1,12300.0
3,0,1,6700.0
3,1,1,18200.0
3,2,1,1350.0
3,1,1,6200.0
3,0,1,17500.0
2,1,0,2950.0
3,1,0,10350.0
0,1,0,4979.6
3,1,1,8800.0
3,2,0,2750.0
3,1,0,8100.0
3,1,1,7700.0
3,1,1,650.0
3,0,1,12400.0
3,1,1,10450.0
3,1,0,3290.0
0,1,0,7750.0
2,2,1,3200.0
3,0,0,15300.0
3,0,1,16000.0
3,0,0,5900.0
3,0,0,5650.0
3,0,0,2750.0
3,1,1,3600.0
3,1,1,16000.0
3,0,0,23475.29
0,1,1,5975.53
3,1,0,13900.0
3,1,1,8700.0
3,1,0,10990.0
0,1,1,1800.0
3,1,1,8300.0
0,0,0,16200.0
3,1,1,1300.0
3,1,1,5500.0
3,1,0,22750.0
0,1,1,6700.0
3,2,1,6500.0
3,2,0,7850.0
0,0,1,3400.0
3,2,0,13600.0
0,1,0,2500.0
0,1,1,3000.0
3,1,1,11400.0
3,0,1,12199.0
0,1,0,9800.0
3,2,0,14850.0
3,1,0,12200.0
3,1,0,22300.0
3,1,1,11144.84
0,2,1,7600.0
3,0,0,11300.0
0,1,0,6550.0
2,1,1,7300.0
3,2,1,11000.0
3,1,1,1150.0
0,0,0,8950.0
3,2,0,22800.0
3,1,1,9000.0
3,1,1,10950.0
3,1,1,8800.0
3,2,1,8000.0
3,1,1,550.0
3,1,1,1850.0
3,0,0,27000.0
0,0,0,18500.0
3,1,1,3000.0
3,1,0,15600.0
3,1,1,12100.0
2,0,0,8000.0
3,1,1,6999.0
3,0,0,7100.0
0,1,1,15500.0
3,1,0,2400.0
3,1,0,11990.0
3,1,0,10500.0
0,1,0,16500.0
0,2,1,15999.0
3,0,1,9000.0
0,0,0,7000.0
3,1,1,1950.0
3,2,0,15950.0
3,1,1,6500.0
3,1,0,13150.0
3,1,1,1400.0
3,0,1,4750.0
0,1,0,4499.0
0,1,1,18500.0
0,1,0,12599.0
3,0,0,13700.0
0,1,0,1200.0
3,1,1,7200.0
3,1,1,7100.0
3,1,0,8600.0
3,1,0,17000.0
3,1,0,11619.0
3,1,0,12500.0
3,0,1,1500.0
3,1,0,18900.0
0,1,0,6500.0
0,1,1,5975.53
3,1,0,5785.83
3,1,1,8773.59
2,0,0,4800.0
3,1,0,15800.0
3,1,1,700.0
3,2,0,2750.0
3,1,1,2100.0
3,1,0,7600.0
0,0,0,15500.0
2,1,0,14399.0
3,1,1,6400.0
3,1,0,14700.0
3,1,1,2300.0
3,0,1,14800.0
3,2,0,7950.0
3,1,0,1800.0
0,1,1,5650.0
3,1,1,9500.0
0,0,1,6850.0
0,1,0,6500.0
0,0,0,44700.0
0,0,1,12600.0
0,0,1,5589.0
3,1,0,10670.59
3,1,1,6330.0
3,1,1,8100.0
3,1,1,13400.0
3,1,0,11500.0
3,1,1,1700.0
3,1,1,1700.0
3,1,0,12200.0
3,1,1,540.0
0,1,1,5453.86
3,1,0,650.0
3,1,0,24900.0
0,1,1,3550.0
3,0,1,8500.0
0,1,1,2500.0
3,1,0,15700.0
3,0,1,11700.0
0,1,1,2500.0
0,1,0,4500.0
3,1,1,650.0
0,1,1,4350.0
0,1,1,2150.0
0,1,1,12650.0
3,1,1,1000.0
3,1,0,15300.0
3,1,1,10000.0
0,0,1,7000.0
3,1,0,12650.0
0,0,0,5600.0
3,1,0,6100.0
3,1,0,7700.0
3,2,1,6000.0
3,1,1,950.0
3,1,1,9400.0
3,1,1,1000.0
3,2,0,2500.0
3,1,1,699.0
3,1,0,12000.0
0,0,1,1950.0
3,1,0,12800.0
3,1,1,14300.0
3,0,0,12000.0
0,1,1,5900.0
0,1,1,5300.0
0,1,0,7300.0
3,1,1,9600.0
0,1,1,15900.0
3,1,0,5500.0
3,1,1,1850.0
0,0,0,7500.0
3,2,0,3200.0
3,1,0,17900.0
0,1,1,8500.0
