,ID,name,age,sex,breed,date_found,adoptable_from,posted,color,coat,size,neutered,housebroken,likes_people,likes_children,get_along_males,get_along_females,get_along_cats,keep_in
2099,750,Döniz,18.5,female,Staffordshire Terrier,6/15/12,7/1/12,7/1/12,brown and white,short,medium,,,yes,Maybe?,,,,
2100,451,Ivó,7.67,male,"German Pointer, Parson Russell Terrier, Pointer Mix",4/28/12,4/28/12,5/29/12,black and white,medium,medium,,,yes,yes,yes,yes,,flat
2101,394,Dupla,14.5,female,Dachshund Mix,6/6/12,6/30/12,6/20/12,black and brown,short,medium,yes,yes,yes,yes,yes,yes,,both flat and garden
2102,214,Kaotika,8.08,male,Labrador Retriever Mix,11/1/11,11/1/11,6/23/12,black,short,medium,no,,yes,Maybe?,yes,yes,,both flat and garden
2103,6,Panka &Amp,8.92,male,Unknown Mix,2/1/12,2/1/12,6/17/12,black and tan,short,medium,no,,yes,Maybe?,,,,garden
2104,393,Claud,10.5,male,Unknown Mix,3/4/12,6/25/12,6/15/12,sable,medium,medium,,yes,yes,yes,yes,yes,,both flat and garden
2105,5,Panka &Amp,8.92,male,Unknown Mix,2/1/12,2/1/12,6/17/12,black and tan,short,medium,no,,yes,Maybe?,,,,garden
2106,8,Hero,9.42,male,Unknown Mix,3/1/12,3/1/12,6/17/12,black,short,medium,no,,yes,yes,no,yes,,
2107,390,Hedvig,13.5,female,Unknown Mix,4/17/12,6/25/12,6/11/12,brown and white,short,medium,,yes,yes,yes,yes,yes,,both flat and garden
2108,395,Bojtár,13.5,male,Unknown Mix,6/6/12,6/30/12,6/20/12,black,medium,medium,,yes,yes,yes,yes,yes,,both flat and garden
2109,12,,10.08,male,Jagd Terrier Mix,2/8/12,2/8/12,5/29/12,black and brown,short,small,yes,,yes,Maybe?,,,,
2110,6,Detox,9.92,male,Unknown Mix,3/29/12,3/29/12,5/29/12,black,medium,large,yes,,yes,yes,yes,yes,,garden
2111,388,Lurkó,9.08,male,Unknown Mix,4/29/12,6/10/12,5/31/12,red,wirehaired,small,,,yes,yes,yes,yes,,both flat and garden
2112,392,Kodra,14.5,female,"Hound, Vizsla Mix",3/4/12,6/26/12,6/13/12,black and brown,short,large,,yes,yes,yes,yes,yes,,both flat and garden
2113,213,Füles,8.42,female,Miniature Schnauzer Mix,9/1/11,9/1/11,6/23/12,black,wirehaired,small,yes,,yes,Maybe?,yes,yes,,both flat and garden
2114,11,Manó,10.08,female,Unknown Mix,3/21/12,3/21/12,5/29/12,yellow-brown,medium,medium,yes,,yes,yes,yes,yes,,both flat and garden
2115,67,Jázmin,9.5,female,Unknown Mix,2/24/12,2/24/12,6/3/12,apricot,short,small,,,,Maybe?,,,,
2116,212,Lurkó,7.75,female,German Shepherd Dog Mix,6/1/12,6/1/12,6/23/12,black and brown,short,large,no,,,Maybe?,,,,garden
2117,450,Iza,7.67,female,"German Pointer, Parson Russell Terrier, Pointer Mix",4/28/12,4/28/12,5/29/12,black and white,short,medium,,,yes,yes,yes,yes,,flat
2118,426,Huba,10.58,male,Unknown Mix,6/1/12,6/1/12,6/21/12,sable,short,medium,yes,,yes,Maybe?,yes,yes,,both flat and garden
2119,10,Folti,8.5,female,"Fox Terrier, Spaniel Mix",3/1/12,3/1/12,5/29/12,spotty,short,small,yes,,yes,Maybe?,,,,both flat and garden
2120,779,Miksa,13.92,male,German Shepherd Dog Mix,10/12/07,10/12/07,5/20/12,black and brown,medium,large,yes,,yes,Maybe?,no,yes,,garden
2121,778,Réka,13.17,female,German Shepherd Dog Mix,2/23/08,2/23/08,5/20/12,black,short,medium,yes,,yes,Maybe?,yes,yes,,
2122,766,Róza,12.33,female,German Shepherd Dog Mix,6/26/08,6/26/08,5/20/12,saddle back,short,large,yes,,,Maybe?,,,,
2123,770,Frédi,11.92,male,"Fox Terrier, Schnauzer Mix",6/10/08,6/10/08,5/20/12,black,wirehaired,medium,yes,,,Maybe?,,,,
2124,449,Geszti,7.83,male,Unknown Mix,5/2/12,5/2/12,5/29/12,black,medium,medium,,,yes,yes,yes,yes,,flat
2125,794,Bobi,15.92,male,"Dachshund, Hound Mix",7/22/06,7/22/06,5/23/12,brown and white,short,medium,yes,,,Maybe?,,,,
2126,787,Baksis,18.58,male,Dachshund Mix,4/24/07,4/24/07,5/23/12,yellow,medium,small,yes,,,Maybe?,yes,yes,,garden
2127,786,Ödi,13.5,male,"Hound, Labrador Retriever Mix",1/30/09,1/30/09,5/20/12,black and white,short,medium,yes,,,Maybe?,,,,garden
2128,447,Gass,7.83,male,Unknown Mix,5/2/12,5/2/12,5/29/12,black,medium,medium,,,yes,yes,yes,yes,,flat
2129,780,Pemzli,12.58,male,Welsh Terrier Mix,8/18/07,8/18/07,5/20/12,tricolor,medium,medium,yes,,yes,yes,yes,yes,yes,both flat and garden
2130,796,Cézár,14.92,male,Hound Mix,7/15/06,7/15/06,5/23/12,sable,short,medium,,,yes,Maybe?,no,yes,,garden
2131,445,Jakab,9.08,male,Dachshund Mix,5/17/12,5/17/12,5/29/12,black and brown,wirehaired,medium,,,,Maybe?,,,,flat
2132,783,Balhé,12.58,male,Staffordshire Terrier Mix,7/19/07,7/19/07,5/20/12,black,short,medium,yes,,,Maybe?,,,,
2133,773,Bendegúz,12.92,male,Fox Terrier Mix,5/10/08,5/10/08,5/20/12,black,wirehaired,medium,yes,,,Maybe?,,,,
2134,772,Fintó,11.92,male,"Fox Terrier, Schnauzer Mix",6/10/08,6/10/08,5/20/12,black,wirehaired,medium,yes,,,Maybe?,,,,
2135,444,Jack,8.42,male,Staffordshire Terrier Mix,5/11/12,5/11/12,5/29/12,brown and white,short,medium,,,,Maybe?,,,,
2136,448,Gino,7.83,male,Unknown Mix,5/2/12,5/2/12,5/29/12,black,medium,medium,,,yes,yes,yes,yes,,flat
2137,446,Guy,7.83,male,Unknown Mix,5/2/12,5/2/12,5/29/12,spotty,medium,medium,,,yes,yes,yes,yes,,flat
2138,767,Huppuj,11.92,female,"Fox Terrier, Schnauzer Mix",6/10/08,6/10/08,5/20/12,black,wirehaired,medium,yes,,yes,Maybe?,yes,yes,,garden
2139,61,Pipe,7.67,male,Unknown Mix,5/20/12,5/20/12,5/28/12,black and white,short,medium,no,,yes,yes,yes,yes,,
2140,737,Bukfenc,11.92,male,Labrador Retriever Mix,4/3/10,4/3/10,5/8/12,black,medium,medium,yes,,yes,Maybe?,yes,yes,,both flat and garden
2141,742,Révész,10.67,male,"Dachshund, Staffordshire Terrier Mix",5/2/12,5/2/12,5/8/12,brown,medium,medium,,,yes,Maybe?,yes,yes,,both flat and garden
2142,733,Félénk,9.75,male,German Shepherd Dog Mix,5/28/10,5/28/10,5/8/12,black,medium,medium,,,yes,Maybe?,yes,yes,,garden
2143,1017,Gyõzõ,8.42,male,Unknown Mix,4/15/12,5/1/12,5/9/12,yellow-brown,short,medium,no,,,Maybe?,,,,both flat and garden
2144,749,Rolli,10.67,male,"Dachshund, Hound Mix",7/15/09,7/15/09,5/13/12,brown,short,medium,yes,,yes,Maybe?,,,,both flat and garden
2145,744,Vérmes,10.17,male,Labrador Retriever Mix,11/8/09,11/8/09,5/13/12,black,short,large,yes,,yes,Maybe?,yes,yes,,both flat and garden
2146,80,Blacky,9.75,male,Unknown Mix,8/23/10,8/23/10,5/13/12,black,short,medium,,,yes,yes,yes,yes,,both flat and garden
2147,708,Bokszos,10.25,male,Hound Mix,7/19/10,7/19/10,5/2/12,black and tan,short,medium,yes,,yes,Maybe?,yes,yes,,both flat and garden
2148,715,Mamba,9.58,female,Labrador Retriever Mix,4/3/11,4/3/11,5/2/12,black,medium,medium,yes,,,Maybe?,,,,
2149,748,Izsó,10.5,male,"German Shepherd Dog, Pumi Mix",8/25/09,8/25/09,5/13/12,black,wirehaired,medium,yes,,yes,yes,yes,yes,,garden
2150,720,Parfé,9.58,male,Labrador Retriever Mix,7/31/10,7/31/10,5/2/12,black,short,medium,yes,,,Maybe?,yes,yes,,both flat and garden
2151,747,Lövi,11.92,male,Chow Chow Mix,9/23/09,9/23/09,5/13/12,brown,long,medium,yes,,yes,Maybe?,yes,yes,,both flat and garden
2152,701,Kedves,13.92,female,German Shepherd Dog Mix,1/11/12,1/11/12,5/2/12,black,medium,large,,,,Maybe?,,,,garden
2153,94,Sirah,8.83,female,Unknown Mix,4/1/12,4/1/12,5/13/12,brown,short,medium,yes,,yes,yes,,,,both flat and garden
2154,1018,Két Felnõtt Szuka,10.58,female,Hungarian Vizsla Mix,5/7/12,5/21/12,5/9/12,yellow-brown,short,medium,,,,Maybe?,,,,
2155,755,Ádi,11.58,male,German Shepherd Dog Mix,4/10/09,4/10/09,5/13/12,apricot,short,medium,,,yes,Maybe?,yes,yes,,garden
2156,58,Napsugár,8.5,female,Unknown Mix,4/3/12,4/3/12,5/19/12,brown,medium,medium,yes,,yes,yes,yes,yes,,
2157,443,Ico,7.67,male,Unknown Mix,5/2/12,5/2/12,5/13/12,tricolor,short,medium,,,yes,yes,yes,yes,,flat
2158,718,Bagi,10.58,male,"Puli, Schnauzer Mix",12/23/10,12/23/10,5/2/12,black,long,medium,,,yes,Maybe?,yes,yes,,both flat and garden
2159,734,Romi,10.42,female,"Australian Cattle Dog, German Shepherd Dog Mix",8/30/10,8/30/10,5/8/12,black and white,medium,large,yes,,yes,Maybe?,yes,yes,,garden
2160,654,Vazul,8.42,male,"Puli, Schnauzer Mix",9/7/11,9/7/11,4/20/12,black,medium,medium,yes,,yes,yes,yes,yes,,both flat and garden
2161,673,Szatyi,11.92,male,German Shepherd Dog Mix,2/18/10,2/18/10,4/21/12,black and tan,medium,medium,yes,,yes,Maybe?,yes,yes,,garden
2162,657,Lõre,9.0,male,"Hound, Labrador Retriever Mix",8/16/11,8/16/11,4/20/12,black,short,medium,yes,,yes,Maybe?,yes,yes,,both flat and garden
2163,437,Frédra,7.83,female,Unknown Mix,4/17/12,4/17/12,4/20/12,gray,wirehaired,medium,,,yes,yes,yes,yes,,flat
2164,664,Gerely,9.33,male,"Kuvasz, Labrador Retriever Mix",5/13/11,5/13/11,4/21/12,yellow-brown,medium,medium,yes,,yes,Maybe?,yes,yes,,both flat and garden
2165,669,Zsóka,15.92,female,"German Shepherd Dog, Siberian Husky Mix",2/13/11,2/13/11,4/21/12,saddle back,short,large,yes,,yes,yes,yes,yes,,both flat and garden
2166,1005,Dani,7.75,male,"Dachshund, Fox Terrier Mix",4/10/12,4/10/12,4/27/12,black and brown,short,small,,no,yes,yes,yes,yes,yes,both flat and garden
2167,694,Csézi,9.75,female,"Chow Chow, Dachshund Mix",3/4/12,3/4/12,4/27/12,brown,short,small,,,,Maybe?,,,,both flat and garden
2168,439,Szendy,10.83,female,Akita Mix,3/1/12,3/1/12,4/30/12,black,medium,large,yes,,yes,Maybe?,yes,,,both flat and garden
2169,675,Morzsa,10.33,female,"Basset Hound, Dachshund Mix",8/1/10,8/1/10,4/21/12,brown,short,medium,yes,,yes,yes,yes,yes,,
2170,748,Lú,15.92,female,Unknown Mix,9/1/08,9/1/08,4/18/12,yellow-brown,short,medium,,no,yes,yes,,,,garden
2171,655,Vendel,8.42,male,"Puli, Schnauzer Mix",9/7/11,9/7/11,4/20/12,black,medium,medium,yes,,yes,yes,yes,yes,,both flat and garden
2172,649,Lédó,10.17,female,Labrador Retriever Mix,10/22/11,10/22/11,4/20/12,yellow-brown,medium,large,yes,,yes,Maybe?,yes,yes,,both flat and garden
2173,440,Füles És Kölykei,10.83,female,Unknown Mix,3/26/12,3/26/12,4/20/12,apricot,medium,medium,,,yes,yes,yes,yes,,flat
2174,1006,Gerti És Gréti,7.75,female,Unknown Mix,4/10/12,4/10/12,4/27/12,apricot,short,small,no,no,yes,yes,yes,yes,yes,both flat and garden
2175,441,Gerda,12.0,female,Unknown Mix,3/24/12,3/24/12,4/20/12,black and tan,medium,medium,,,yes,yes,yes,yes,,flat
2176,370,Vendel,9.67,male,"Dachshund, Labrador Retriever Mix",2/28/12,5/10/12,4/25/12,yellow-brown,short,medium,,yes,yes,yes,yes,yes,,both flat and garden
2177,747,Fürge,10.17,male,Unknown Mix,10/20/09,10/20/09,4/18/12,striped,short,medium,,no,yes,yes,,,,garden
2178,746,Maxi,9.0,male,Fox Terrier Mix,3/20/12,4/18/12,4/18/12,tricolor,wirehaired,medium,,no,yes,yes,,yes,,both flat and garden
2179,364,Thales,9.92,male,Unknown Mix,1/26/12,4/30/12,4/17/12,black and brown,short,large,,,yes,yes,,yes,,both flat and garden
2180,75,Aurora,8.67,male,Unknown Mix,3/18/12,3/18/12,4/10/12,black and white,short,medium,,,,Maybe?,,,,
2181,79,Lucas,13.67,male,Bearded Collie Mix,3/1/12,3/1/12,4/10/12,black and tan,medium,medium,,,,Maybe?,,,,
2182,72,Valentina,8.75,female,Unknown Mix,3/18/12,3/18/12,4/2/12,brown,medium,medium,,,,Maybe?,,,,
2183,76,Caroline,10.92,female,Dachshund Mix,3/18/12,3/18/12,4/10/12,black and tan,short,small,,,,Maybe?,yes,yes,,
2184,745,Rocky,10.0,male,Staffordshire Terrier,3/5/12,3/5/12,4/17/12,black and white,short,medium,,,yes,yes,no,no,,
2185,78,Evelyn,13.67,female,Labrador Retriever Mix,3/1/12,3/1/12,4/10/12,black,short,medium,,,yes,Maybe?,yes,yes,,
2186,80,Lui,11.67,male,Miniature Schnauzer Mix,3/1/12,3/1/12,4/10/12,gray,wirehaired,small,,,yes,Maybe?,yes,yes,,
2187,232,Linda,8.17,female,"German Shepherd Dog, Labrador Retriever Mix",3/30/12,3/30/12,4/10/12,black and white,short,medium,,,yes,yes,yes,yes,,both flat and garden
2188,77,Cindy,9.67,female,Dachshund Mix,3/1/12,3/1/12,4/10/12,black,short,small,,,yes,Maybe?,yes,yes,,
2189,1614,Bozont,9.75,male,German Shepherd Dog Mix,3/28/12,3/28/12,3/30/12,black and brown,wirehaired,medium,,,yes,Maybe?,yes,yes,,garden
2190,641,Manó,10.17,male,"Puli, Pumi, Tibetan Terrier Mix",1/11/12,1/11/12,4/2/12,black,long,small,yes,,,Maybe?,,,,
2191,69,Haleema,10.92,female,Unknown Mix,3/18/12,3/18/12,4/2/12,black,short,large,,,,Maybe?,,,,
2192,410,Soma,8.08,male,Unknown Mix,1/6/12,1/6/12,4/6/12,striped,short,small,,,yes,yes,yes,yes,yes,both flat and garden
2193,74,!!Aron!!S.O.S!!!! %,8.67,male,Schnauzer Mix,2/1/12,2/1/12,4/10/12,black,wirehaired,medium,,,yes,Maybe?,yes,yes,,both flat and garden
2194,81,Sisi,8.67,female,French Bulldog Mix,3/1/12,3/1/12,4/10/12,brown and white,short,small,,,,Maybe?,,,,
2195,70,Puma,12.92,male,Akita Mix,3/18/12,3/18/12,4/2/12,apricot,medium,large,,,,Maybe?,,,,
2196,73,Mara,14.92,female,German Shepherd Dog Mix,2/1/12,2/1/12,4/2/12,sable,short,medium,,,,Maybe?,,,,
2197,68,Ruby,8.92,female,German Shepherd Dog Mix,3/18/12,3/18/12,4/2/12,sable,short,medium,,,,Maybe?,,,,
2198,744,Ricky,9.0,male,Staffordshire Terrier,3/10/12,3/10/12,4/17/12,black and white,short,medium,,,yes,yes,,yes,,
2199,71,Sury,9.33,female,German Shepherd Dog Mix,3/18/12,3/18/12,4/2/12,sable,short,medium,,,,Maybe?,,,,
2200,67,Cheese,8.92,female,German Shepherd Dog Mix,3/18/12,3/18/12,3/19/12,sable,short,medium,,,,Maybe?,,,,
2201,436,Betyár,8.83,male,Unknown Mix,1/12/12,1/12/12,3/15/12,gray,short,small,,,yes,yes,yes,yes,,flat
2202,348,Bede,10.75,male,Dachshund Mix,1/23/12,3/10/12,2/27/12,sable,short,small,,yes,yes,yes,yes,yes,,both flat and garden
2203,63,Polly,8.83,female,Unknown Mix,2/1/12,2/1/12,2/24/12,black,short,medium,,,,Maybe?,,,,
2204,382,Apacs,8.5,female,Unknown Mix,1/16/12,1/16/12,2/28/12,black,short,medium,yes,,yes,yes,yes,no,,both flat and garden
2205,129,np.nana,8.08,female,Dachshund Mix,1/25/12,1/25/12,2/25/12,white,short,small,,,,Maybe?,,,,
2206,60,Franco,8.75,male,Unknown Mix,2/1/12,2/1/12,2/24/12,yellow-brown,short,medium,,,,Maybe?,,,,
2207,9,Tyuli,8.67,male,Unknown Mix,3/20/11,3/20/11,3/10/12,black and tan,short,medium,,,,Maybe?,yes,yes,yes,both flat and garden
2208,432,Csák,8.33,male,Unknown Mix,2/26/12,2/26/12,3/15/12,apricot,short,medium,,,yes,yes,yes,yes,,both flat and garden
2209,357,Inka,9.33,female,Puli Mix,11/18/11,4/10/12,3/21/12,black,medium,medium,,,yes,yes,yes,yes,,both flat and garden
2210,430,Csipet,7.83,male,Unknown Mix,3/11/12,3/11/12,3/15/12,spotty,short,small,,,yes,yes,yes,yes,,flat
2211,10,Jocó,8.92,male,Unknown Mix,3/1/11,3/1/11,3/10/12,black and tan,medium,medium,,yes,yes,Maybe?,yes,yes,yes,both flat and garden
2212,1,Banderas,10.92,male,Spaniel Mix,1/1/10,1/1/10,3/29/12,black,medium,medium,yes,,yes,no,yes,yes,yes,both flat and garden
2213,62,Macy,14.92,male,German Shepherd Dog Mix,2/1/12,2/1/12,2/24/12,sable,short,large,,,,Maybe?,,,,
2214,539,Kifli,9.92,male,Labrador Retriever,3/12/12,3/12/12,3/18/12,yellow,short,medium,no,,yes,Maybe?,,,,flat
2215,358,Aszlan,7.92,male,Mudi Mix,3/16/12,4/25/12,3/23/12,black and brown,medium,medium,,,yes,yes,yes,yes,,both flat and garden
2216,61,Freddy,8.67,male,"Siberian Husky, Transylvanian Hound Mix",2/1/12,2/1/12,2/24/12,brown,short,medium,,,,Maybe?,,,,
2217,8,Tyuli,8.67,male,Unknown Mix,3/20/11,3/20/11,3/10/12,black and tan,short,medium,,,,Maybe?,yes,yes,yes,both flat and garden
2218,64,Shába,9.33,female,German Shepherd Dog Mix,2/1/12,2/1/12,2/24/12,sable,short,large,,,,Maybe?,,,,
2219,201,Bobby,10.75,male,Golden Retriever Mix,10/1/11,10/1/11,2/27/12,golden,medium,large,no,,yes,yes,no,,yes,garden
2220,322,Konyak,8.17,male,Unknown Mix,2/1/12,2/1/12,2/5/12,brown,short,medium,yes,,yes,yes,yes,yes,,both flat and garden
2221,127,Honey,8.92,female,Vizsla Mix,12/1/11,12/1/11,1/18/12,yellow-brown,wirehaired,medium,,,,Maybe?,,,,
2222,56,Pista Bácsi,14.08,male,German Shepherd Dog,3/1/11,3/1/11,1/19/12,sable,short,large,,,yes,yes,yes,yes,no,garden
2223,4,Tyson,10.83,male,Unknown Mix,1/3/12,1/23/12,1/23/12,apricot,short,small,no,,,Maybe?,,,,
2224,1541,Nyafi,12.92,female,Unknown Mix,8/15/11,8/15/11,2/19/12,black,medium,large,yes,,yes,Maybe?,,no,no,garden
2225,6,Timo,9.33,male,Unknown Mix,1/25/12,1/24/12,1/25/12,golden,short,small,no,,yes,Maybe?,,,,
2226,2,Eddie,12.83,male,"German Shepherd Dog, Scotch Collie Mix",1/4/12,1/23/12,1/23/12,apricot,medium,large,no,,yes,Maybe?,yes,yes,,
2227,5,Foxika,8.42,female,Fox Terrier Mix,1/19/12,1/23/12,1/23/12,tricolor,short,small,,,yes,yes,,,,
2228,59,Foli,9.33,male,Unknown Mix,12/20/11,12/20/11,2/24/12,black,medium,small,,,,Maybe?,,,,
2229,128,Biene,8.92,female,Unknown Mix,12/1/11,12/1/11,1/18/12,black and white,short,medium,,,yes,yes,yes,yes,,
2230,7,Redy,10.83,male,Unknown Mix,1/25/12,1/25/12,1/25/12,red,short,small,no,,,Maybe?,,,,
2231,58,Darth Vader,9.33,male,"Labrador Retriever, Newfoundland Mix",2/1/12,2/1/12,2/24/12,black,medium,medium,,,,Maybe?,,,,
2232,126,Hófehérke,9.92,female,Unknown Mix,12/5/11,12/5/11,1/18/12,white,medium,medium,yes,,yes,yes,,,,
2233,57,Brix,9.33,male,Schnauzer Mix,2/1/12,2/1/12,2/24/12,black,wirehaired,medium,,,,Maybe?,,,,
2234,8,Mr Spicc,9.83,male,Spitz,1/25/12,1/25/12,1/25/12,white,long,medium,,,,Maybe?,,,,
2235,47,Judy,9.83,female,Unknown Mix,12/29/11,12/29/11,2/4/12,black and white,short,medium,,,yes,Maybe?,yes,yes,,
2236,48,Kokó,9.83,male,Unknown Mix,11/20/11,11/20/11,2/4/12,gray,medium,medium,,,yes,Maybe?,,,,
2237,3,Gesztenye,8.83,female,Chinese Shar-Pei Mix,10/17/11,1/23/12,1/23/12,brown,short,medium,yes,,yes,Maybe?,,,,garden
2238,38,Emma,13.83,female,Unknown Mix,11/3/11,11/3/11,1/31/12,brown,short,small,,,,Maybe?,,,,
2239,2,Pici,10.83,male,Jagd Terrier Mix,3/20/11,3/20/11,1/23/12,black and tan,wirehaired,medium,no,,yes,yes,yes,yes,,garden
2240,53,Wolle,12.92,male,"Poodle, Pumi Mix",12/5/11,12/5/11,1/18/12,white,short,small,,,yes,yes,yes,yes,,
2241,50,Titus,8.75,male,Labrador Retriever Mix,12/5/11,12/5/11,1/18/12,yellow-brown,short,medium,,,,Maybe?,,,,
2242,116,Yin És Yang,8.0,female,Unknown Mix,1/1/12,1/1/12,1/18/12,black and tan,short,small,,,,Maybe?,,,,
2243,47,Lippie,10.92,female,German Shepherd Dog,11/1/11,11/1/11,1/18/12,sable,short,large,,,yes,yes,,,,both flat and garden
2244,120,Terry,8.92,male,Unknown Mix,12/5/11,12/5/11,1/18/12,saddle back,short,large,,,yes,yes,yes,yes,,garden
2245,119,Jeep,8.92,male,German Shepherd Dog Mix,12/5/11,12/5/11,1/18/12,sable,short,large,,,,Maybe?,yes,yes,,
2246,124,Böbi,8.92,female,Bearded Collie Mix,12/5/11,12/5/11,1/18/12,black and white,medium,medium,,,,Maybe?,,,,
2247,51,Dart Wader,11.92,male,Labrador Retriever Mix,12/5/11,12/5/11,1/18/12,black,short,medium,,,,Maybe?,,,,
2248,54,Macy,14.92,female,German Shepherd Dog Mix,12/5/11,12/5/11,1/18/12,sable,short,large,,,yes,yes,,,,
2249,123,Aby,9.08,male,Unknown Mix,12/5/11,12/5/11,1/18/12,black,short,medium,,,yes,yes,,,,
2250,55,Sony,8.5,male,Beagle Mix,12/5/11,12/5/11,1/18/12,tricolor,short,medium,,,yes,yes,,,,
2251,117,Bubi,8.42,male,Unknown Mix,12/5/11,12/5/11,1/18/12,black,short,medium,,,yes,yes,yes,yes,yes,both flat and garden
2252,115,Sziporka,8.33,female,Unknown Mix,12/5/11,12/5/11,1/18/12,black and tan,short,medium,,,,Maybe?,yes,yes,,
2253,118,Mini,8.42,female,Unknown Mix,1/1/12,1/1/12,1/18/12,brown,short,medium,,,,Maybe?,,,,
2254,49,Serena,8.92,female,"Belgian Malinois, German Shepherd Dog Mix",12/5/11,12/5/11,1/18/12,yellow-brown,short,medium,,,yes,yes,,,,
2255,48,Mák,8.92,male,"Puli, Pumi Mix",12/5/11,12/5/11,1/18/12,gray,medium,medium,,,,Maybe?,,,,
2256,121,Vénusz,9.92,female,Labrador Retriever Mix,12/5/11,12/5/11,1/18/12,golden,short,medium,,,,Maybe?,,,,
2257,122,Funny,9.92,female,Pumi Mix,12/5/11,12/5/11,1/18/12,gray,medium,medium,,,,Maybe?,,,,
2258,52,Snoopy,11.92,male,Unknown Mix,12/5/11,12/5/11,1/18/12,black,short,small,,,yes,yes,yes,yes,,
2259,125,Fréda,8.92,female,Unknown Mix,12/5/11,12/5/11,1/18/12,black and tan,short,medium,,,yes,yes,yes,,,
2260,44,Titus,8.67,male,Unknown Mix,12/20/11,12/20/11,1/3/12,yellow-brown,short,medium,,,,Maybe?,,,,
2261,12,Kitti,10.92,female,Spaniel Mix,12/1/10,12/1/10,12/29/11,black,long,medium,no,,yes,yes,yes,yes,yes,garden
2262,425,Angel,9.0,female,"Doberman, Greyhound, Labrador Retriever Mix",1/2/11,1/2/11,1/12/12,black,medium,large,yes,,yes,yes,yes,yes,,both flat and garden
2263,46,Serena,9.92,female,"German Shepherd Dog, Labrador Retriever Mix",12/20/11,12/20/11,1/3/12,yellow-brown,short,medium,,,,Maybe?,,,,
2264,619,Lolka,14.75,female,"German Shepherd Dog, Mudi Mix",8/12/05,8/12/05,1/8/12,black and brown,short,medium,yes,,yes,Maybe?,yes,yes,,
2265,427,Afro,9.0,female,Parson Russell Terrier Mix,1/1/11,1/1/11,1/12/12,tricolor,short,medium,yes,,yes,yes,yes,yes,,flat
2266,113,Tacskó Keverék Kölykök,8.0,male,Dachshund Mix,12/5/11,12/5/11,1/18/12,yellow-brown,short,small,,,,Maybe?,,,,
2267,344,Besso,8.25,male,Unknown Mix,10/4/11,10/4/11,1/8/12,black and tan,medium,medium,no,,yes,Maybe?,yes,yes,,both flat and garden
2268,618,Betyár,15.92,male,Hound Mix,8/3/05,8/3/05,1/8/12,black,short,medium,yes,,yes,Maybe?,,,,garden
2269,423,Zsazsa,10.08,female,Unknown Mix,12/30/10,12/30/10,1/12/12,tricolor,medium,medium,yes,,yes,yes,,,,both flat and garden
2270,345,Pletyka,8.5,female,Unknown Mix,6/26/11,6/26/11,1/8/12,black,short,medium,yes,,yes,yes,yes,yes,,both flat and garden
2271,114,Hannah,8.33,female,Unknown Mix,12/5/11,12/5/11,1/18/12,black,short,medium,,,yes,yes,,,yes,
2272,621,Bandi,15.92,male,"German Shepherd Dog, Hound Mix",5/23/05,5/23/05,1/8/12,sable,short,medium,,,yes,Maybe?,yes,yes,,garden
2273,616,Csaki,16.58,male,Dachshund Mix,5/26/05,5/26/05,1/8/12,black,short,medium,yes,,,Maybe?,yes,yes,,flat
2274,426,Hunor,9.17,male,Bull Terrier Mix,4/12/11,4/12/11,1/12/12,black,short,medium,yes,,yes,yes,yes,yes,,both flat and garden
2275,611,Hörbi,15.17,male,Fox Terrier Mix,4/16/05,4/16/05,12/30/11,black,short,small,yes,,yes,yes,yes,yes,,garden
2276,338,Kami,8.42,female,German Shepherd Dog Mix,8/27/11,8/27/11,1/7/12,black,medium,medium,yes,,yes,yes,yes,yes,yes,both flat and garden
2277,620,Félsz,15.92,female,"German Shepherd Dog, Hound Mix",8/12/05,8/12/05,1/8/12,sable,short,medium,yes,,yes,Maybe?,yes,yes,,both flat and garden
2278,603,Vénusz,15.67,female,"Dachshund, German Shepherd Dog Mix",8/16/11,8/16/11,12/30/11,black,short,small,yes,,yes,Maybe?,yes,yes,,both flat and garden
2279,424,Norma,9.42,female,Mudi Mix,8/15/10,8/15/10,1/12/12,black,medium,medium,yes,,yes,yes,yes,yes,,flat
2280,298,Dolly,8.33,female,German Shepherd Dog Mix,9/30/11,9/30/11,12/26/11,tricolor,short,medium,no,,yes,yes,yes,yes,,both flat and garden
2281,233,Grisa,9.42,male,"Belgian Sheepdog, Mudi Mix",11/1/10,11/1/10,12/19/11,black,long,medium,no,,yes,Maybe?,yes,yes,,both flat and garden
2282,251,Kinga,8.83,female,Unknown Mix,4/9/11,4/9/11,12/20/11,black,short,medium,yes,,yes,Maybe?,yes,yes,,garden
2283,312,Elvira,11.92,female,Miniature Schnauzer Mix,3/1/11,3/1/11,12/26/11,gray,wirehaired,small,yes,,yes,Maybe?,yes,yes,,both flat and garden
2284,10,Buksi,13.0,male,Unknown Mix,1/1/10,1/1/10,12/14/11,black,medium,large,no,no,yes,yes,no,yes,,garden
2285,283,Dodó,9.42,male,Unknown Mix,8/2/10,8/2/10,12/26/11,saddle back,short,medium,no,,yes,yes,no,yes,,both flat and garden
2286,234,Szamba,13.92,female,Dachshund Mix,1/1/09,1/1/09,12/19/11,black and white,short,medium,yes,,yes,Maybe?,yes,yes,,both flat and garden
2287,315,John,9.17,male,Unknown Mix,2/1/11,2/1/11,12/26/11,black,medium,medium,no,,yes,Maybe?,yes,yes,,garden
